sample_id	tumor_type	cluster
1099	Breast-AdenoCA	E
1100	Head-SCC	N
1101	Breast-AdenoCA	K
1102	Bladder-TCC	N
1103	Breast-AdenoCA	E
1104	Head-SCC	E
1105	Breast-AdenoCA	D
1106	Panc-AdenoCA	N
1107	Biliary-AdenoCA	E
1108	Panc-AdenoCA	N
1109	Panc-AdenoCA	N
1110	Breast-AdenoCA	K
1111	Panc-AdenoCA	N
1112	Breast-LobularCA	D
1113	Panc-AdenoCA	N
1114	Head-SCC	E
1115	Panc-Endocrine	D
1116	Head-SCC	N
1117	Panc-AdenoCA	N
1119	Breast-AdenoCA	D
1120	Breast-AdenoCA	F
1121	Biliary-AdenoCA	N
1122	Panc-AdenoCA	N
1123	Breast-LobularCA	F
1124	Breast-AdenoCA	K
1125	Panc-Endocrine	D
1126	Breast-AdenoCA	D
1127	Breast-AdenoCA	D
1128	Breast-AdenoCA	K
1129	Biliary-AdenoCA	K
1130	Biliary-AdenoCA	K
1131	Breast-AdenoCA	D
1132	Breast-AdenoCA	K
1133	Panc-AdenoCA	K
1134	Panc-AdenoCA	K
1135	Panc-AdenoCA	D
1136	Panc-AdenoCA	N
1137	Biliary-AdenoCA	M
1138	Panc-AdenoCA	K
1139	Panc-AdenoCA	N
1140	Panc-AdenoCA	N
1141	Panc-Endocrine	C
1142	Breast-AdenoCA	F
1143	Head-SCC	F
1144	Panc-AdenoCA	N
1145	Breast-DCIS	K
1146	Panc-Endocrine	D
1147	Breast-LobularCA	F
1148	Breast-AdenoCA	C
1149	Biliary-AdenoCA	B
1150	Panc-AdenoCA	N
1151	Breast-AdenoCA	K
1152	Breast-AdenoCA	K
1153	Panc-AdenoCA	N
1154	Panc-Endocrine	D
1155	Biliary-AdenoCA	N
1156	Panc-AdenoCA	K
1157	Biliary-AdenoCA	N
1158	Breast-AdenoCA	K
1159	Head-SCC	K
1160	Breast-AdenoCA	E
1161	Panc-Endocrine	D
1162	Breast-AdenoCA	K
1163	Breast-AdenoCA	D
1164	Breast-AdenoCA	D
1165	Breast-AdenoCA	K
1166	Breast-AdenoCA	K
1167	Panc-AdenoCA	N
1168	Breast-AdenoCA	K
1169	Breast-AdenoCA	D
1170	Breast-AdenoCA	E
1171	Panc-AdenoCA	N
1172	Panc-AdenoCA	N
1173	Breast-AdenoCA	D
1174	Biliary-AdenoCA	N
1175	Head-SCC	E
1176	Breast-AdenoCA	D
1177	Breast-AdenoCA	D
1178	Panc-AdenoCA	N
1179	Panc-Endocrine	D
1180	Panc-AdenoCA	N
1181	Panc-AdenoCA	N
1182	Panc-AdenoCA	K
1184	Breast-AdenoCA	K
1185	Panc-Endocrine	F
1186	Breast-AdenoCA	D
1187	Head-SCC	K
1188	Breast-AdenoCA	E
1189	Panc-Endocrine	E
1190	Panc-Endocrine	C
1191	Panc-AdenoCA	N
1192	Panc-AdenoCA	L
1193	Breast-AdenoCA	K
1194	Breast-AdenoCA	N
1195	Breast-AdenoCA	D
1196	Breast-AdenoCA	K
1197	Panc-AdenoCA	D
1198	Breast-AdenoCA	E
1199	Breast-AdenoCA	D
1200	ColoRect-AdenoCA	N
1201	Breast-AdenoCA	D
1202	Liver-HCC	D
1203	Thy-AdenoCA	D
1204	SoftTissue-Liposarc	D
1205	SoftTissue-Liposarc	D
1206	SoftTissue-Liposarc	D
1207	SoftTissue-Liposarc	D
1208	SoftTissue-Liposarc	D
1209	SoftTissue-Liposarc	D
1210	SoftTissue-Liposarc	F
1211	SoftTissue-Liposarc	D
1212	SoftTissue-Liposarc	D
1213	SoftTissue-Liposarc	D
1214	SoftTissue-Liposarc	D
1215	SoftTissue-Liposarc	F
1216	SoftTissue-Liposarc	D
1217	SoftTissue-Liposarc	D
1218	SoftTissue-Liposarc	D
1219	SoftTissue-Liposarc	D
1220	SoftTissue-Liposarc	D
1221	Breast-AdenoCA	E
1222	SoftTissue-Liposarc	D
1223	SoftTissue-Leiomyo	D
1224	SoftTissue-Leiomyo	K
1225	SoftTissue-Liposarc	D
1226	SoftTissue-Leiomyo	C
1227	SoftTissue-Leiomyo	D
1228	SoftTissue-Leiomyo	D
1229	SoftTissue-Leiomyo	D
1230	SoftTissue-Leiomyo	D
1231	SoftTissue-Leiomyo	D
1232	SoftTissue-Leiomyo	F
1233	SoftTissue-Leiomyo	D
1234	SoftTissue-Leiomyo	K
1235	SoftTissue-Leiomyo	D
1236	SoftTissue-Leiomyo	D
1237	SoftTissue-Leiomyo	K
1238	SoftTissue-Leiomyo	K
1239	Kidney-ChRCC	D
1240	Kidney-ChRCC	C
1241	Kidney-ChRCC	C
1242	Kidney-ChRCC	C
1243	Kidney-ChRCC	C
1244	Kidney-ChRCC	C
1245	Kidney-ChRCC	C
1246	Kidney-ChRCC	C
1247	Kidney-ChRCC	D
1248	Kidney-ChRCC	D
1249	Kidney-ChRCC	D
1250	Kidney-ChRCC	D
1251	Kidney-ChRCC	D
1252	Kidney-ChRCC	C
1253	Kidney-ChRCC	D
1254	Kidney-ChRCC	C
1255	Kidney-ChRCC	C
1256	Kidney-ChRCC	D
1257	Kidney-ChRCC	D
1258	Kidney-ChRCC	C
1259	Kidney-ChRCC	D
1260	Kidney-ChRCC	D
1261	Kidney-ChRCC	D
1262	Kidney-ChRCC	C
1263	Kidney-ChRCC	D
1264	Kidney-ChRCC	D
1265	Kidney-ChRCC	C
1266	Kidney-ChRCC	C
1267	Kidney-ChRCC	C
1268	Kidney-ChRCC	C
1269	Kidney-ChRCC	C
1270	Kidney-ChRCC	D
1271	Kidney-ChRCC	L
1272	Kidney-ChRCC	D
1273	Kidney-ChRCC	C
1274	Kidney-ChRCC	C
1275	Kidney-ChRCC	C
1276	Kidney-ChRCC	D
1277	Kidney-ChRCC	B
1278	Kidney-ChRCC	C
1279	Kidney-ChRCC	D
1280	Kidney-ChRCC	C
1281	Kidney-ChRCC	D
1282	Breast-LobularCA	F
1283	Breast-AdenoCA	D
1284	Breast-AdenoCA	K
1285	Breast-AdenoCA	E
1286	Breast-AdenoCA	K
1287	Breast-DCIS	D
1288	Breast-AdenoCA	M
1289	Skin-Melanoma	D
1290	Skin-Melanoma	K
1291	Skin-Melanoma	K
1292	Skin-Melanoma	K
1293	Skin-Melanoma	K
1294	Skin-Melanoma	K
1295	Skin-Melanoma	K
1296	Skin-Melanoma	L
1297	Skin-Melanoma	G
1298	Skin-Melanoma	G
1299	Skin-Melanoma	G
1300	Skin-Melanoma	G
1301	Skin-Melanoma	G
1302	Skin-Melanoma	K
1303	Skin-Melanoma	G
1304	Skin-Melanoma	G
1305	Skin-Melanoma	G
1306	Skin-Melanoma	G
1307	Skin-Melanoma	K
1308	Skin-Melanoma	F
1309	Skin-Melanoma	D
1310	Skin-Melanoma	D
1311	Skin-Melanoma	K
1312	Skin-Melanoma	K
1313	Skin-Melanoma	K
1314	Skin-Melanoma	D
1315	Skin-Melanoma	K
1316	Skin-Melanoma	D
1317	Skin-Melanoma	K
1318	Skin-Melanoma	G
1319	Skin-Melanoma	G
1320	Skin-Melanoma	G
1321	Skin-Melanoma	G
1322	Skin-Melanoma	G
1323	Skin-Melanoma	G
1324	Skin-Melanoma	G
1325	Skin-Melanoma	G
1326	Skin-Melanoma	G
1327	Skin-Melanoma	N
1328	Skin-Melanoma	G
1329	Skin-Melanoma	G
1330	Skin-Melanoma	D
1331	Skin-Melanoma	G
1332	Skin-Melanoma	G
1333	Skin-Melanoma	G
1334	Skin-Melanoma	G
1335	Skin-Melanoma	G
1336	Skin-Melanoma	G
1337	Skin-Melanoma	G
1338	Skin-Melanoma	G
1339	Skin-Melanoma	G
1340	Skin-Melanoma	G
1341	Skin-Melanoma	G
1342	Skin-Melanoma	G
1343	Skin-Melanoma	G
1344	Skin-Melanoma	G
1345	Skin-Melanoma	G
1346	Skin-Melanoma	G
1347	Skin-Melanoma	G
1348	Skin-Melanoma	G
1349	Skin-Melanoma	K
1350	Skin-Melanoma	G
1351	Skin-Melanoma	G
1352	Skin-Melanoma	G
1353	Skin-Melanoma	G
1354	Skin-Melanoma	G
1355	Skin-Melanoma	G
1356	Skin-Melanoma	G
1357	Skin-Melanoma	G
1358	Skin-Melanoma	G
1359	Lymph-BNHL	M
1360	Lymph-BNHL	M
1361	Lymph-BNHL	M
1362	Lymph-BNHL	M
1363	Prost-AdenoCA	M
1364	Panc-AdenoCA	K
1365	Panc-AdenoCA	N
1366	Panc-AdenoCA	K
1367	Panc-AdenoCA	N
1368	Panc-AdenoCA	N
1369	Panc-AdenoCA	N
1370	Panc-AdenoCA	N
1371	Panc-AdenoCA	K
1372	Panc-AdenoCA	K
1373	Panc-AdenoCA	N
1374	Panc-AdenoCA	N
1375	Panc-AdenoCA	N
1376	Panc-AdenoCA	N
1377	Panc-AdenoCA	K
1378	Panc-AdenoCA	O
1379	Panc-AdenoCA	N
1380	Panc-AdenoCA	N
1381	Panc-AdenoCA	N
1382	Panc-AdenoCA	E
1383	Panc-AdenoCA	N
1384	Panc-AdenoCA	K
1385	Panc-AdenoCA	N
1386	Panc-AdenoCA	K
1387	Panc-AdenoCA	N
1388	Panc-AdenoCA	N
1389	Panc-AdenoCA	K
1390	Panc-AdenoCA	N
1391	Panc-AdenoCA	N
1392	Panc-AdenoCA	N
1393	Panc-AdenoCA	K
1394	Panc-AdenoCA	K
1395	Panc-AdenoCA	N
1396	Panc-AdenoCA	K
1397	Panc-AdenoCA	N
1398	Panc-AdenoCA	N
1399	Panc-AdenoCA	K
1400	Panc-AdenoCA	N
1401	Panc-AdenoCA	N
1402	Panc-AdenoCA	K
1403	Panc-AdenoCA	N
1404	Panc-AdenoCA	N
1405	Panc-AdenoCA	N
1406	Panc-AdenoCA	D
1407	Panc-AdenoCA	N
1408	Panc-AdenoCA	N
1409	Panc-AdenoCA	N
1410	Panc-AdenoCA	K
1411	Panc-AdenoCA	K
1412	Panc-AdenoCA	N
1413	Panc-AdenoCA	N
1414	Panc-AdenoCA	N
1415	Panc-AdenoCA	N
1416	Panc-AdenoCA	N
1417	Panc-AdenoCA	J
1418	Panc-AdenoCA	N
1419	Panc-AdenoCA	K
1420	Panc-AdenoCA	K
1421	Panc-AdenoCA	N
1422	Panc-AdenoCA	K
1423	Panc-AdenoCA	D
1424	Panc-AdenoCA	N
1425	Panc-AdenoCA	N
1426	Panc-AdenoCA	K
1427	Panc-AdenoCA	K
1428	Panc-AdenoCA	M
1429	Panc-AdenoCA	D
1430	Panc-AdenoCA	N
1431	Panc-AdenoCA	N
1432	Panc-AdenoCA	N
1433	Panc-AdenoCA	N
1434	Panc-AdenoCA	K
1435	Panc-AdenoCA	N
1436	Panc-AdenoCA	K
1437	Panc-AdenoCA	N
1438	Panc-AdenoCA	N
1439	Panc-AdenoCA	N
1440	Panc-AdenoCA	K
1441	Lymph-BNHL	M
1442	Lymph-BNHL	M
1443	Lymph-BNHL	N
1444	Lymph-BNHL	L
1445	Lymph-BNHL	M
1446	Lymph-BNHL	N
1447	Lymph-BNHL	M
1448	Myeloid-AML	D
1449	Breast-LobularCA	E
1450	Breast-AdenoCA	L
1451	Bladder-TCC	B
1452	Cervix-SCC	E
1453	Cervix-SCC	E
1454	Cervix-SCC	N
1455	Cervix-SCC	E
1456	Cervix-SCC	E
1457	Lymph-CLL	D
1458	Lymph-CLL	D
1459	Lymph-CLL	M
1460	Lymph-CLL	M
1461	Lymph-CLL	D
1462	Lymph-CLL	D
1463	Lymph-CLL	D
1464	Lymph-CLL	D
1465	Lymph-CLL	K
1466	Lymph-CLL	D
1467	Lymph-CLL	D
1468	Lymph-CLL	D
1469	Lymph-CLL	D
1470	Lymph-CLL	D
1471	Lymph-CLL	D
1472	Lymph-CLL	M
1473	Lymph-CLL	M
1474	Lymph-CLL	M
1475	Lymph-CLL	D
1476	Lymph-CLL	D
1477	Lymph-CLL	D
1478	Lymph-CLL	M
1479	Lymph-CLL	M
1480	Lymph-CLL	D
1481	Lymph-CLL	M
1482	Lymph-CLL	D
1483	Lymph-CLL	D
1484	Lymph-CLL	M
1485	Lymph-CLL	K
1486	Lymph-CLL	M
1487	Lymph-CLL	D
1488	Lymph-CLL	K
1489	Lymph-CLL	D
1490	Lymph-CLL	D
1491	Lymph-CLL	D
1492	Lymph-CLL	M
1493	Stomach-AdenoCA	I
1494	Stomach-AdenoCA	M
1495	Stomach-AdenoCA	C
1496	Stomach-AdenoCA	L
1497	Stomach-AdenoCA	L
1498	Stomach-AdenoCA	M
1499	Stomach-AdenoCA	L
1500	Stomach-AdenoCA	L
1501	Stomach-AdenoCA	M
1502	Stomach-AdenoCA	D
1503	Stomach-AdenoCA	N
1504	Stomach-AdenoCA	M
1505	Stomach-AdenoCA	L
1506	Stomach-AdenoCA	L
1507	Stomach-AdenoCA	L
1508	Stomach-AdenoCA	M
1509	Stomach-AdenoCA	M
1510	Stomach-AdenoCA	L
1511	Stomach-AdenoCA	N
1512	Panc-Endocrine	K
1513	Panc-Endocrine	D
1514	Panc-Endocrine	A
1515	Stomach-AdenoCA	D
1516	Panc-Endocrine	F
1517	Stomach-AdenoCA	K
1518	Panc-Endocrine	D
1519	Stomach-AdenoCA	O
1520	Panc-Endocrine	D
1521	Stomach-AdenoCA	D
1522	Panc-Endocrine	K
1523	Panc-Endocrine	A
1524	Panc-Endocrine	D
1525	Panc-Endocrine	K
1526	Panc-Endocrine	F
1527	Panc-Endocrine	D
1528	Panc-Endocrine	D
1529	Panc-Endocrine	D
1530	Panc-Endocrine	B
1531	Lymph-CLL	D
1532	Stomach-AdenoCA	L
1533	Stomach-AdenoCA	L
1534	Stomach-AdenoCA	M
1535	Panc-Endocrine	D
1536	Stomach-AdenoCA	M
1537	Stomach-AdenoCA	D
1538	Panc-Endocrine	F
1539	Stomach-AdenoCA	L
1540	Panc-Endocrine	D
1541	Stomach-AdenoCA	L
1542	Stomach-AdenoCA	M
1543	Panc-Endocrine	B
1544	Stomach-AdenoCA	M
1545	Panc-Endocrine	D
1546	Panc-Endocrine	D
1547	Panc-Endocrine	K
1548	Panc-Endocrine	E
1549	Panc-Endocrine	N
1550	Panc-Endocrine	C
1551	Panc-Endocrine	C
1552	Panc-Endocrine	B
1553	Panc-Endocrine	K
1554	Panc-Endocrine	B
1555	Panc-Endocrine	C
1556	Panc-Endocrine	D
1557	Panc-Endocrine	K
1558	Panc-Endocrine	A
1559	Panc-Endocrine	D
1560	Lymph-CLL	M
1561	Lymph-CLL	K
1562	Lymph-CLL	C
1563	Bladder-TCC	K
1564	Lymph-CLL	D
1565	Lymph-CLL	D
1566	Lymph-CLL	M
1567	Bladder-TCC	E
1568	Bladder-TCC	N
1569	Bladder-TCC	E
1570	Bladder-TCC	K
1571	Bladder-TCC	E
1572	ColoRect-AdenoCA	H
1573	ColoRect-AdenoCA	L
1574	ColoRect-AdenoCA	N
1575	ColoRect-AdenoCA	N
1576	Bladder-TCC	E
1577	Bladder-TCC	E
1578	ColoRect-AdenoCA	L
1579	ColoRect-AdenoCA	N
1580	ColoRect-AdenoCA	K
1581	Bladder-TCC	E
1582	ColoRect-AdenoCA	H
1583	ColoRect-AdenoCA	J
1584	ColoRect-AdenoCA	N
1585	ColoRect-AdenoCA	H
1586	ColoRect-AdenoCA	J
1587	ColoRect-AdenoCA	H
1588	ColoRect-AdenoCA	K
1589	ColoRect-AdenoCA	L
1590	ColoRect-AdenoCA	N
1591	ColoRect-AdenoCA	N
1592	ColoRect-AdenoCA	L
1593	ColoRect-AdenoCA	N
1594	ColoRect-AdenoCA	N
1595	ColoRect-AdenoCA	N
1596	ColoRect-AdenoCA	H
1597	Breast-DCIS	K
1598	Breast-AdenoCA	D
1599	Breast-AdenoCA	D
1600	Breast-AdenoCA	D
1601	Breast-AdenoCA	D
1602	Breast-AdenoCA	E
1603	Breast-AdenoCA	K
1604	Breast-AdenoCA	E
1605	Breast-AdenoCA	K
1606	ColoRect-AdenoCA	N
1607	Breast-AdenoCA	K
1608	Breast-AdenoCA	D
1609	Breast-AdenoCA	D
1610	Breast-AdenoCA	D
1611	Breast-LobularCA	K
1612	Breast-AdenoCA	K
1613	Breast-AdenoCA	E
1614	Breast-AdenoCA	K
1615	ColoRect-AdenoCA	H
1616	ColoRect-AdenoCA	N
1617	Breast-AdenoCA	E
1618	ColoRect-AdenoCA	I
1619	Prost-AdenoCA	N
1620	Prost-AdenoCA	B
1621	Prost-AdenoCA	K
1622	Prost-AdenoCA	F
1623	Prost-AdenoCA	K
1624	Prost-AdenoCA	K
1625	Prost-AdenoCA	K
1626	Prost-AdenoCA	K
1627	Prost-AdenoCA	K
1628	Prost-AdenoCA	K
1629	Prost-AdenoCA	B
1630	Prost-AdenoCA	D
1631	Prost-AdenoCA	K
1632	Prost-AdenoCA	B
1633	Prost-AdenoCA	C
1634	Breast-AdenoCA	K
1635	Eso-AdenoCA	L
1636	Eso-AdenoCA	M
1637	Eso-AdenoCA	L
1638	Eso-AdenoCA	L
1639	Eso-AdenoCA	K
1640	Eso-AdenoCA	K
1641	Breast-AdenoCA	D
1642	CNS-GBM	D
1643	CNS-GBM	K
1644	CNS-GBM	D
1645	CNS-GBM	D
1646	CNS-GBM	D
1647	CNS-GBM	K
1648	CNS-GBM	D
1649	CNS-GBM	D
1650	CNS-GBM	K
1651	CNS-GBM	D
1652	CNS-GBM	D
1653	CNS-GBM	D
1654	CNS-GBM	K
1655	CNS-GBM	K
1656	CNS-GBM	K
1657	CNS-GBM	G
1658	CNS-GBM	K
1659	CNS-GBM	D
1660	CNS-GBM	D
1661	CNS-GBM	D
1662	CNS-GBM	K
1663	CNS-GBM	D
1664	CNS-GBM	K
1665	CNS-GBM	K
1666	Breast-AdenoCA	D
1667	CNS-GBM	K
1668	Breast-AdenoCA	F
1669	CNS-GBM	D
1670	CNS-GBM	D
1671	Breast-AdenoCA	D
1672	Breast-LobularCA	K
1673	CNS-GBM	D
1674	Breast-AdenoCA	D
1675	CNS-GBM	K
1676	CNS-GBM	D
1677	Breast-AdenoCA	K
1678	Breast-AdenoCA	K
1679	CNS-GBM	K
1680	Breast-AdenoCA	K
1681	CNS-GBM	K
1682	CNS-GBM	D
1683	CNS-GBM	K
1684	CNS-GBM	D
1685	CNS-GBM	D
1686	Breast-AdenoCA	K
1687	CNS-GBM	D
1688	CNS-GBM	B
1689	CNS-GBM	K
1690	Head-SCC	K
1691	Breast-AdenoCA	K
1692	Head-SCC	K
1693	Head-SCC	K
1694	Head-SCC	K
1695	Head-SCC	D
1696	Head-SCC	K
1697	Head-SCC	N
1698	Head-SCC	A
1699	Head-SCC	K
1700	Breast-AdenoCA	D
1701	Head-SCC	E
1702	Head-SCC	E
1703	Head-SCC	A
1704	Head-SCC	E
1705	Head-SCC	A
1706	Head-SCC	E
1707	Head-SCC	F
1708	Head-SCC	B
1709	Head-SCC	N
1710	Head-SCC	F
1711	Head-SCC	D
1712	Head-SCC	K
1713	Head-SCC	K
1714	Head-SCC	D
1715	Head-SCC	D
1716	Head-SCC	K
1717	Head-SCC	N
1718	Head-SCC	K
1719	Head-SCC	D
1720	Head-SCC	N
1721	Head-SCC	A
1722	Head-SCC	E
1723	Head-SCC	E
1724	Head-SCC	E
1725	Head-SCC	K
1726	Head-SCC	K
1727	Head-SCC	K
1728	Head-SCC	E
1729	Head-SCC	D
1730	Breast-LobularCA	K
1731	Head-SCC	E
1732	Head-SCC	K
1733	Head-SCC	K
1734	Head-SCC	K
1735	Breast-AdenoCA	D
1736	Kidney-RCC	C
1737	Kidney-RCC	C
1738	Kidney-RCC	C
1739	Kidney-RCC	C
1740	Kidney-RCC	C
1741	Kidney-RCC	C
1742	Kidney-RCC	C
1743	Kidney-RCC	C
1744	Kidney-RCC	C
1745	Kidney-RCC	C
1746	Kidney-RCC	C
1747	Kidney-RCC	C
1748	Kidney-RCC	C
1749	Breast-AdenoCA	E
1750	Kidney-RCC	C
1751	Kidney-RCC	F
1752	Kidney-RCC	C
1753	Kidney-RCC	C
1754	Kidney-RCC	C
1755	Kidney-RCC	C
1756	Kidney-RCC	C
1757	Kidney-RCC	C
1758	Kidney-RCC	C
1759	Kidney-RCC	C
1760	Kidney-RCC	C
1761	Kidney-RCC	C
1762	Kidney-RCC	C
1763	Kidney-RCC	C
1764	Kidney-RCC	C
1765	Kidney-RCC	C
1766	Kidney-RCC	C
1767	Kidney-RCC	C
1768	Kidney-RCC	C
1769	Kidney-RCC	C
1770	Kidney-RCC	C
1771	Kidney-RCC	C
1772	Breast-AdenoCA	D
1773	Kidney-RCC	C
1774	Kidney-RCC	C
1775	Kidney-RCC	C
1776	Kidney-RCC	C
1777	Kidney-RCC	C
1778	Kidney-RCC	C
1779	Kidney-RCC	C
1780	Kidney-RCC	C
1781	Kidney-RCC	C
1782	Kidney-RCC	C
1783	Kidney-RCC	C
1784	Kidney-RCC	C
1785	Kidney-RCC	K
1786	Breast-AdenoCA	D
1787	Breast-AdenoCA	K
1788	Breast-AdenoCA	D
1789	Breast-AdenoCA	K
1790	Breast-AdenoCA	F
1791	CNS-Oligo	D
1792	CNS-Oligo	K
1793	CNS-Oligo	K
1794	CNS-Oligo	K
1795	CNS-Oligo	F
1796	CNS-Oligo	D
1797	CNS-Oligo	F
1798	CNS-Oligo	K
1799	CNS-Oligo	K
1800	CNS-Oligo	F
1801	Breast-AdenoCA	D
1802	CNS-Oligo	D
1803	CNS-Oligo	D
1804	CNS-Oligo	D
1805	CNS-Oligo	K
1806	CNS-Oligo	K
1807	CNS-Oligo	K
1808	Breast-AdenoCA	D
1809	CNS-Oligo	D
1810	CNS-Oligo	F
1811	Liver-HCC	A
1812	Liver-HCC	B
1813	Liver-HCC	B
1814	Liver-HCC	B
1815	Liver-HCC	B
1816	Liver-HCC	B
1817	Liver-HCC	K
1818	Liver-HCC	K
1819	Liver-HCC	K
1820	Liver-HCC	B
1821	Liver-HCC	B
1822	Liver-HCC	K
1823	Liver-HCC	B
1824	Liver-HCC	B
1825	Liver-HCC	B
1826	Liver-HCC	B
1827	Liver-HCC	B
1828	Liver-HCC	B
1829	Liver-HCC	B
1830	Liver-HCC	K
1831	Liver-HCC	K
1832	Liver-HCC	C
1833	Liver-HCC	B
1834	Liver-HCC	B
1835	Liver-HCC	B
1836	Liver-HCC	K
1837	Liver-HCC	B
1838	Liver-HCC	B
1839	Liver-HCC	B
1840	Liver-HCC	B
1841	Liver-HCC	B
1842	Liver-HCC	B
1843	Liver-HCC	B
1844	Liver-HCC	K
1845	Liver-HCC	B
1846	Liver-HCC	B
1847	Liver-HCC	B
1848	Liver-HCC	B
1849	Liver-HCC	B
1850	Liver-HCC	B
1851	Liver-HCC	B
1852	Liver-HCC	B
1853	Liver-HCC	B
1854	Liver-HCC	B
1855	Liver-HCC	B
1856	Liver-HCC	K
1857	Liver-HCC	B
1858	Liver-HCC	C
1859	Liver-HCC	B
1860	Liver-HCC	B
1861	Liver-HCC	B
1862	Liver-HCC	B
1863	Liver-HCC	B
1864	Liver-HCC	B
1865	Liver-HCC	B
1866	Liver-HCC	B
1867	Liver-HCC	B
1868	Liver-HCC	B
1869	Liver-HCC	B
1870	Liver-HCC	B
1871	Liver-HCC	B
1872	Breast-AdenoCA	N
1873	Liver-HCC	B
1874	Liver-HCC	B
1875	Liver-HCC	B
1876	Liver-HCC	B
1877	Liver-HCC	B
1878	Liver-HCC	B
1879	Liver-HCC	B
1880	Lung-AdenoCA	K
1881	Lung-AdenoCA	E
1882	Lung-AdenoCA	A
1883	Lung-AdenoCA	I
1884	Lung-AdenoCA	B
1885	Lung-AdenoCA	D
1886	Lung-AdenoCA	K
1887	Breast-AdenoCA	D
1888	Lung-AdenoCA	K
1889	Lung-AdenoCA	A
1890	Lung-AdenoCA	A
1891	Lung-AdenoCA	A
1892	Lung-AdenoCA	K
1893	Lung-AdenoCA	K
1894	Lung-AdenoCA	A
1895	Lung-AdenoCA	A
1896	Lung-AdenoCA	K
1897	Lung-AdenoCA	D
1898	Lung-AdenoCA	A
1899	Lung-AdenoCA	A
1900	Breast-AdenoCA	N
1901	Lung-AdenoCA	A
1902	Lung-AdenoCA	A
1903	Lung-AdenoCA	L
1904	Lung-AdenoCA	A
1905	Breast-AdenoCA	K
1906	Lung-AdenoCA	A
1907	Breast-AdenoCA	K
1908	Lung-AdenoCA	A
1909	Lung-AdenoCA	A
1910	Breast-AdenoCA	E
1911	Breast-AdenoCA	K
1912	Lung-AdenoCA	D
1913	Lung-AdenoCA	D
1914	Lung-AdenoCA	A
1915	Lung-AdenoCA	A
1916	Lung-AdenoCA	F
1917	Lung-AdenoCA	A
1918	Lung-AdenoCA	A
1919	Breast-AdenoCA	E
1920	Lung-AdenoCA	K
1921	Lung-AdenoCA	A
1922	Lung-AdenoCA	E
1923	Lung-AdenoCA	D
1924	Breast-AdenoCA	N
1925	Lung-SCC	K
1926	Lung-SCC	E
1927	Lung-SCC	A
1928	Lung-SCC	A
1929	Lung-SCC	A
1930	Lung-SCC	A
1931	Lung-SCC	A
1932	Lung-SCC	E
1933	Lung-SCC	A
1934	Lung-SCC	A
1935	Lung-SCC	A
1936	Breast-LobularCA	E
1937	Lung-SCC	A
1938	Lung-SCC	A
1939	Lung-SCC	A
1940	Lung-SCC	K
1941	Lung-SCC	A
1942	Lung-SCC	A
1943	Lung-SCC	E
1944	Lung-SCC	A
1945	Lung-SCC	A
1946	Lung-SCC	A
1947	Lung-SCC	A
1948	Lung-SCC	A
1949	Lung-SCC	A
1950	Lung-SCC	E
1951	Lung-SCC	A
1952	Lung-SCC	A
1953	Lung-SCC	A
1954	Lung-SCC	K
1955	Lung-SCC	A
1956	Lung-SCC	A
1957	Lung-SCC	A
1958	Lung-SCC	A
1959	Breast-AdenoCA	D
1960	Lung-SCC	A
1961	Lung-SCC	B
1962	Lung-SCC	A
1963	Lung-SCC	A
1964	Breast-AdenoCA	D
1965	Lung-SCC	A
1966	Breast-AdenoCA	K
1967	Lung-SCC	A
1968	Lung-SCC	A
1969	Lung-SCC	A
1970	Lung-SCC	A
1971	Breast-AdenoCA	K
1972	Lung-SCC	A
1973	Lung-SCC	A
1974	Lung-SCC	B
1975	Lung-SCC	A
1976	Lung-SCC	A
1977	Lymph-BNHL	M
1978	Lymph-BNHL	M
1979	Lymph-BNHL	M
1980	Lymph-BNHL	M
1981	Lymph-BNHL	M
1982	Lymph-BNHL	M
1983	Lymph-BNHL	M
1984	Lymph-BNHL	M
1985	Lymph-BNHL	M
1986	Lymph-BNHL	M
1987	Lymph-BNHL	M
1988	Lymph-BNHL	M
1989	Lymph-BNHL	M
1990	Lymph-BNHL	M
1991	Lymph-BNHL	M
1992	Lymph-BNHL	M
1993	Lymph-BNHL	M
1994	Lymph-BNHL	M
1995	Lymph-BNHL	M
1996	Lymph-BNHL	M
1997	Lymph-BNHL	M
1998	Lymph-BNHL	M
1999	Lymph-BNHL	M
2000	Lymph-BNHL	M
2001	Lymph-BNHL	M
2002	Lymph-BNHL	M
2003	Lymph-BNHL	K
2004	Lymph-BNHL	M
2005	Lymph-BNHL	M
2006	Lymph-BNHL	M
2007	Lymph-BNHL	M
2008	Lymph-BNHL	M
2009	Lymph-BNHL	M
2010	Lymph-BNHL	N
2011	Lymph-BNHL	M
2012	Lymph-BNHL	M
2013	Lymph-BNHL	M
2014	Lymph-BNHL	M
2015	Lymph-BNHL	M
2016	Lymph-BNHL	M
2017	Lymph-BNHL	M
2018	Lymph-BNHL	N
2019	Lymph-BNHL	M
2020	Lymph-BNHL	M
2021	Lymph-BNHL	M
2022	Lymph-BNHL	M
2023	Lymph-BNHL	M
2024	Lymph-BNHL	M
2025	Ovary-AdenoCA	K
2026	Ovary-AdenoCA	D
2027	Breast-AdenoCA	D
2028	Ovary-AdenoCA	D
2029	Ovary-AdenoCA	D
2030	Ovary-AdenoCA	D
2031	Ovary-AdenoCA	D
