sample_id	tumor_type	num_ssms	num_sims
896	Lymph-BNHL	20119	433
897	Lymph-BNHL	7309	132
898	Lymph-BNHL	17687	1132
899	Lymph-BNHL	10264	907
900	Lymph-BNHL	10609	1293
901	Lymph-BNHL	7984	761
902	Lymph-BNHL	11237	385
903	Lymph-BNHL	32092	2041
904	Lymph-BNHL	3111	214
905	Lymph-BNHL	6194	578
906	Lymph-BNHL	3344	270
907	Lymph-BNHL	11607	1544
908	Lymph-BNHL	7802	417
909	Lymph-BNHL	4302	328
910	Lymph-BNHL	16935	1238
911	Lymph-BNHL	13026	1338
912	Lymph-BNHL	28744	2279
913	Lymph-BNHL	23243	1023
914	Lymph-BNHL	1752	189
915	Lymph-BNHL	5645	455
916	Lymph-BNHL	22409	1994
917	Lymph-BNHL	13061	877
918	Lymph-BNHL	17191	1944
919	Lymph-BNHL	2504	143
920	Lymph-BNHL	67384	1781
921	Lymph-BNHL	17862	1206
922	Lymph-BNHL	3590	123
923	Lymph-BNHL	6134	676
924	Lymph-BNHL	30567	1873
925	Lymph-BNHL	3584	103
926	Lymph-BNHL	9755	670
927	Lymph-BNHL	11114	368
928	Lymph-BNHL	3717	316
929	Lymph-BNHL	25800	1862
930	Lymph-BNHL	11997	942
931	Lymph-BNHL	113391	9421
932	Lymph-BNHL	10083	840
933	Lymph-BNHL	6891	229
934	Lymph-BNHL	11277	706
935	Lymph-BNHL	5306	441
936	Lymph-BNHL	1613	116
937	Lymph-BNHL	33593	3490
938	Lymph-BNHL	8948	586
939	Lymph-BNHL	7516	252
940	Lymph-BNHL	4159	252
941	Lymph-BNHL	2096	160
942	Lymph-BNHL	14368	1071
943	Lymph-CLL	1964	96
944	Lymph-CLL	3782	169
945	Lymph-CLL	2641	144
946	Lymph-CLL	3339	194
947	Lymph-CLL	2422	106
948	Lymph-CLL	1754	105
949	Lymph-CLL	3293	178
950	Lymph-CLL	2562	118
951	Lymph-CLL	2660	120
952	Lymph-CLL	3348	232
953	Lymph-CLL	3228	187
954	Lymph-CLL	4374	124
955	Lymph-CLL	2729	123
956	Lymph-CLL	3779	229
957	Lymph-CLL	2538	164
958	Lymph-CLL	2231	120
959	Lymph-CLL	1836	93
960	Lymph-CLL	5130	357
961	Lymph-CLL	2143	142
962	Lymph-CLL	1431	80
963	Lymph-CLL	1995	115
964	Lymph-CLL	2372	99
965	Lymph-CLL	2295	88
966	Lymph-CLL	3016	118
967	Lymph-CLL	3335	226
968	Myeloid-MPN	83	1
971	Myeloid-MPN	339	6
973	Myeloid-MDS	554	16
975	Myeloid-MPN	278	9
977	Myeloid-AML	848	13
978	Myeloid-MPN	1751	59
980	Myeloid-MPN	1067	41
983	Myeloid-MPN	884	29
986	Myeloid-MPN	648	35
988	Myeloid-MPN	2824	75
991	Myeloid-AML	1648	88
993	Myeloid-AML	1868	78
995	Myeloid-MPN	1489	55
998	Myeloid-MPN	1279	42
1000	Myeloid-MPN	1607	82
1002	Myeloid-MPN	1783	65
1003	Myeloid-MDS	1076	48
1005	Myeloid-MPN	372	8
1008	Myeloid-MPN	1272	22
1010	Myeloid-AML	2274	94
1011	Myeloid-MPN	748	29
1013	Myeloid-MPN	760	30
1016	Myeloid-MPN	416	13
1018	Myeloid-MPN	1227	30
1019	Myeloid-MPN	271	3
1021	Myeloid-MPN	1073	28
1023	Myeloid-MPN	1505	24
1025	Myeloid-AML	21	1
1027	Myeloid-MPN	1275	62
1029	Myeloid-MPN	1326	45
1030	Breast-AdenoCA	2971	192
1031	Breast-AdenoCA	2719	156
1032	Breast-AdenoCA	3127	296
1033	Panc-AdenoCA	15609	713
1034	Panc-AdenoCA	5042	888
1035	Panc-AdenoCA	2852	295
1036	Breast-AdenoCA	1627	101
1037	Panc-AdenoCA	32988	2349
1038	Panc-AdenoCA	4532	717
1039	Panc-AdenoCA	4568	503
1040	Breast-AdenoCA	2552	172
1041	Panc-AdenoCA	3311	479
1042	Panc-AdenoCA	7222	766
1043	Head-SCC	12555	551
1044	Breast-AdenoCA	36195	186
1045	Biliary-AdenoCA	6597	381
1046	Biliary-AdenoCA	10054	962
1047	Breast-AdenoCA	2311	164
1048	Panc-AdenoCA	3947	403
1049	Panc-AdenoCA	5857	668
1050	Panc-Endocrine	3208	152
1051	Breast-AdenoCA	3018	100
1052	Panc-AdenoCA	2953	298
1053	Breast-AdenoCA	5952	319
1054	Breast-AdenoCA	3173	128
1055	Panc-Endocrine	1255	46
1056	Panc-Endocrine	382	14
1057	Breast-AdenoCA	3660	228
1058	Breast-AdenoCA	1946	125
1059	Breast-AdenoCA	2133	212
1060	Head-SCC	9091	579
1061	Breast-AdenoCA	2331	199
1062	Breast-AdenoCA	1514	137
1063	Breast-AdenoCA	1501	154
1064	Panc-AdenoCA	3964	309
1065	Breast-AdenoCA	3042	126
1066	Panc-AdenoCA	4896	387
1067	Panc-AdenoCA	5172	480
1068	Head-SCC	2914	109
1069	Panc-AdenoCA	6874	739
1070	Panc-AdenoCA	5397	608
1071	Panc-AdenoCA	7039	456
1072	Panc-AdenoCA	6720	554
1073	Head-SCC	784	25
1074	Panc-Endocrine	1933	84
1075	Panc-Endocrine	2699	113
1076	Breast-AdenoCA	2304	105
1077	Breast-AdenoCA	2560	160
1078	Breast-LobularCA	2923	200
1079	Breast-AdenoCA	8496	155
1080	Breast-AdenoCA	1494	89
1081	Head-SCC	7097	380
1082	Panc-AdenoCA	4393	270
1083	Panc-AdenoCA	7754	1254
1084	Panc-AdenoCA	7299	710
1085	Panc-Endocrine	821	40
1086	Panc-AdenoCA	5899	795
1087	Breast-AdenoCA	2250	121
1088	Panc-AdenoCA	11598	920
1089	Panc-Endocrine	6082	226
1090	Biliary-AdenoCA	3484	154
1091	Panc-AdenoCA	10730	829
1092	Breast-AdenoCA	4752	580
1093	Panc-AdenoCA	5024	340
1094	Breast-AdenoCA	3326	233
1095	Breast-LobularCA	2459	172
1096	Breast-AdenoCA	4429	503
1097	Breast-AdenoCA	55778	158
1098	Breast-AdenoCA	1789	146
1099	Breast-AdenoCA	12758	138
1100	Head-SCC	10713	1274
1101	Breast-AdenoCA	1849	142
1102	Bladder-TCC	13459	1032
1103	Breast-AdenoCA	3993	118
1104	Head-SCC	4578	104
1105	Breast-AdenoCA	7827	728
1106	Panc-AdenoCA	7959	1080
1107	Biliary-AdenoCA	13907	595
1108	Panc-AdenoCA	4957	641
1109	Panc-AdenoCA	6173	502
1110	Breast-AdenoCA	1752	156
1111	Panc-AdenoCA	5639	604
1112	Breast-LobularCA	10548	751
1113	Panc-AdenoCA	5059	506
1114	Head-SCC	23917	519
1115	Panc-Endocrine	584	19
1116	Head-SCC	15177	751
1117	Panc-AdenoCA	3726	503
1119	Breast-AdenoCA	10068	1131
1120	Breast-AdenoCA	1265	94
1121	Biliary-AdenoCA	5162	799
1122	Panc-AdenoCA	9974	797
1123	Breast-LobularCA	1488	108
1124	Breast-AdenoCA	1783	149
1125	Panc-Endocrine	2087	85
1126	Breast-AdenoCA	2039	545
1127	Breast-AdenoCA	5582	179
1128	Breast-AdenoCA	1339	104
1129	Biliary-AdenoCA	13020	873
1130	Biliary-AdenoCA	5966	457
1131	Breast-AdenoCA	5968	604
1132	Breast-AdenoCA	5746	391
1133	Panc-AdenoCA	13938	1772
1134	Panc-AdenoCA	5029	298
1135	Panc-AdenoCA	3845	269
1136	Panc-AdenoCA	3975	258
1137	Biliary-AdenoCA	15081	1498
1138	Panc-AdenoCA	9913	577
1139	Panc-AdenoCA	3849	538
1140	Panc-AdenoCA	4715	703
1141	Panc-Endocrine	1469	27
1142	Breast-AdenoCA	1871	83
1143	Head-SCC	3776	142
1144	Panc-AdenoCA	3756	386
1145	Breast-DCIS	2128	210
1146	Panc-Endocrine	2747	103
1147	Breast-LobularCA	1819	157
1148	Breast-AdenoCA	2711	408
1149	Biliary-AdenoCA	11458	526
1150	Panc-AdenoCA	4490	495
1151	Breast-AdenoCA	2887	216
1152	Breast-AdenoCA	1997	159
1153	Panc-AdenoCA	6025	1087
1154	Panc-Endocrine	4487	259
1155	Biliary-AdenoCA	13419	1566
1156	Panc-AdenoCA	5048	405
1157	Biliary-AdenoCA	12514	1010
1158	Breast-AdenoCA	2863	304
1159	Head-SCC	6464	333
1160	Breast-AdenoCA	4479	151
1161	Panc-Endocrine	1479	141
1162	Breast-AdenoCA	4195	171
1163	Breast-AdenoCA	1685	109
1164	Breast-AdenoCA	5280	260
1165	Breast-AdenoCA	2034	204
1166	Breast-AdenoCA	2066	125
1167	Panc-AdenoCA	4080	533
1168	Breast-AdenoCA	2054	107
1169	Breast-AdenoCA	7787	905
1170	Breast-AdenoCA	6756	364
1171	Panc-AdenoCA	4720	496
1172	Panc-AdenoCA	7543	623
1173	Breast-AdenoCA	9180	889
1174	Biliary-AdenoCA	12993	1683
1175	Head-SCC	13342	615
1176	Breast-AdenoCA	1207	85
1177	Breast-AdenoCA	8341	472
1178	Panc-AdenoCA	7688	922
1179	Panc-Endocrine	1002	37
1180	Panc-AdenoCA	4196	455
1181	Panc-AdenoCA	5631	681
1182	Panc-AdenoCA	5317	512
1184	Breast-AdenoCA	3561	210
1185	Panc-Endocrine	2011	117
1186	Breast-AdenoCA	1725	153
1187	Head-SCC	5817	372
1188	Breast-AdenoCA	9296	139
1189	Panc-Endocrine	4690	194
1190	Panc-Endocrine	241	8
1191	Panc-AdenoCA	4907	789
1192	Panc-AdenoCA	19465	1438
1193	Breast-AdenoCA	1904	151
1194	Breast-AdenoCA	6932	482
1195	Breast-AdenoCA	2419	169
1196	Breast-AdenoCA	3678	338
1197	Panc-AdenoCA	16147	586
1198	Breast-AdenoCA	9989	326
1199	Breast-AdenoCA	8565	908
1200	ColoRect-AdenoCA	19389	2455
1201	Breast-AdenoCA	16791	1393
1202	Liver-HCC	2781	137
1203	Thy-AdenoCA	3048	131
1204	SoftTissue-Liposarc	8093	385
1205	SoftTissue-Liposarc	3815	160
1206	SoftTissue-Liposarc	10082	448
1207	SoftTissue-Liposarc	11918	553
1208	SoftTissue-Liposarc	5044	242
1209	SoftTissue-Liposarc	6006	234
1210	SoftTissue-Liposarc	1988	141
1211	SoftTissue-Liposarc	3713	201
1212	SoftTissue-Liposarc	5064	267
1213	SoftTissue-Liposarc	2317	115
1214	SoftTissue-Liposarc	4212	213
1215	SoftTissue-Liposarc	4146	223
1216	SoftTissue-Liposarc	2701	152
1217	SoftTissue-Liposarc	3552	116
1218	SoftTissue-Liposarc	6433	247
1219	SoftTissue-Liposarc	6069	255
1220	SoftTissue-Liposarc	5336	232
1221	Breast-AdenoCA	9637	275
1222	SoftTissue-Liposarc	814	15
1223	SoftTissue-Leiomyo	4043	214
1224	SoftTissue-Leiomyo	5414	225
1225	SoftTissue-Liposarc	9652	691
1226	SoftTissue-Leiomyo	1986	285
1227	SoftTissue-Leiomyo	13941	761
1228	SoftTissue-Leiomyo	3679	187
1229	SoftTissue-Leiomyo	6679	280
1230	SoftTissue-Leiomyo	4087	182
1231	SoftTissue-Leiomyo	3665	184
1232	SoftTissue-Leiomyo	3966	195
1233	SoftTissue-Leiomyo	6023	218
1234	SoftTissue-Leiomyo	12660	376
1235	SoftTissue-Leiomyo	7713	275
1236	SoftTissue-Leiomyo	2333	152
1237	SoftTissue-Leiomyo	4434	296
1238	SoftTissue-Leiomyo	3823	280
1239	Kidney-ChRCC	2314	179
1240	Kidney-ChRCC	1705	124
1241	Kidney-ChRCC	1799	99
1242	Kidney-ChRCC	1565	115
1243	Kidney-ChRCC	1998	174
1244	Kidney-ChRCC	2080	130
1245	Kidney-ChRCC	1973	121
1246	Kidney-ChRCC	1572	116
1247	Kidney-ChRCC	1094	68
1248	Kidney-ChRCC	843	91
1249	Kidney-ChRCC	885	89
1250	Kidney-ChRCC	3174	160
1251	Kidney-ChRCC	1507	114
1252	Kidney-ChRCC	1809	131
1253	Kidney-ChRCC	1233	90
1254	Kidney-ChRCC	2201	210
1255	Kidney-ChRCC	2240	217
1256	Kidney-ChRCC	595	62
1257	Kidney-ChRCC	932	98
1258	Kidney-ChRCC	1263	95
1259	Kidney-ChRCC	1748	171
1260	Kidney-ChRCC	2723	197
1261	Kidney-ChRCC	1813	91
1262	Kidney-ChRCC	1518	142
1263	Kidney-ChRCC	1713	159
1264	Kidney-ChRCC	1705	143
1265	Kidney-ChRCC	1827	112
1266	Kidney-ChRCC	1310	94
1267	Kidney-ChRCC	1004	63
1268	Kidney-ChRCC	2035	135
1269	Kidney-ChRCC	907	92
1270	Kidney-ChRCC	2552	142
1271	Kidney-ChRCC	10151	416
1272	Kidney-ChRCC	992	65
1273	Kidney-ChRCC	1132	102
1274	Kidney-ChRCC	3494	291
1275	Kidney-ChRCC	1920	138
1276	Kidney-ChRCC	2001	167
1277	Kidney-ChRCC	894	91
1278	Kidney-ChRCC	958	123
1279	Kidney-ChRCC	1071	47
1280	Kidney-ChRCC	1645	90
1281	Kidney-ChRCC	1469	87
1282	Breast-LobularCA	2128	178
1283	Breast-AdenoCA	2638	81
1284	Breast-AdenoCA	2057	190
1285	Breast-AdenoCA	23441	1102
1286	Breast-AdenoCA	2862	186
1287	Breast-DCIS	1835	377
1288	Breast-AdenoCA	8715	875
1289	Skin-Melanoma	13490	553
1290	Skin-Melanoma	19350	894
1291	Skin-Melanoma	6821	513
1292	Skin-Melanoma	4826	348
1293	Skin-Melanoma	4433	184
1294	Skin-Melanoma	2162	114
1295	Skin-Melanoma	5812	304
1296	Skin-Melanoma	19658	585
1297	Skin-Melanoma	383509	2119
1298	Skin-Melanoma	51261	457
1299	Skin-Melanoma	125014	750
1300	Skin-Melanoma	114246	1018
1301	Skin-Melanoma	211959	655
1302	Skin-Melanoma	5230	225
1303	Skin-Melanoma	63247	508
1304	Skin-Melanoma	53226	219
1305	Skin-Melanoma	46625	391
1306	Skin-Melanoma	90173	548
1307	Skin-Melanoma	9004	466
1308	Skin-Melanoma	2796	128
1309	Skin-Melanoma	14382	364
1310	Skin-Melanoma	5897	227
1311	Skin-Melanoma	25884	556
1312	Skin-Melanoma	5044	215
1313	Skin-Melanoma	7122	137
1314	Skin-Melanoma	3516	140
1315	Skin-Melanoma	3857	225
1316	Skin-Melanoma	7589	316
1317	Skin-Melanoma	7474	423
1318	Skin-Melanoma	220308	1027
1319	Skin-Melanoma	112729	1790
1320	Skin-Melanoma	78866	743
1321	Skin-Melanoma	160555	755
1322	Skin-Melanoma	146062	906
1323	Skin-Melanoma	57982	526
1324	Skin-Melanoma	64896	559
1325	Skin-Melanoma	168481	748
1326	Skin-Melanoma	501509	3166
1327	Skin-Melanoma	185899	22963
1328	Skin-Melanoma	119501	875
1329	Skin-Melanoma	73124	431
1330	Skin-Melanoma	7784	323
1331	Skin-Melanoma	108965	610
1332	Skin-Melanoma	48902	671
1333	Skin-Melanoma	149850	998
1334	Skin-Melanoma	459460	2733
1335	Skin-Melanoma	11231	154
1336	Skin-Melanoma	76588	736
1337	Skin-Melanoma	251568	1155
1338	Skin-Melanoma	79912	470
1339	Skin-Melanoma	887426	2246
1340	Skin-Melanoma	110086	629
1341	Skin-Melanoma	73799	626
1342	Skin-Melanoma	33504	79
1343	Skin-Melanoma	95127	413
1344	Skin-Melanoma	313456	1737
1345	Skin-Melanoma	98551	695
1346	Skin-Melanoma	88684	647
1347	Skin-Melanoma	327231	2284
1348	Skin-Melanoma	332085	1229
1349	Skin-Melanoma	11549	548
1350	Skin-Melanoma	19892	404
1351	Skin-Melanoma	463893	3909
1352	Skin-Melanoma	140340	789
1353	Skin-Melanoma	95695	653
1354	Skin-Melanoma	60028	466
1355	Skin-Melanoma	46999	448
1356	Skin-Melanoma	168890	1137
1357	Skin-Melanoma	168018	1028
1358	Skin-Melanoma	118321	971
1359	Lymph-BNHL	23170	1764
1360	Lymph-BNHL	16910	1553
1361	Lymph-BNHL	9820	809
1362	Lymph-BNHL	7318	477
1363	Prost-AdenoCA	44	1
1364	Panc-AdenoCA	5684	445
1365	Panc-AdenoCA	4741	568
1366	Panc-AdenoCA	14972	1122
1367	Panc-AdenoCA	12497	1475
1368	Panc-AdenoCA	9722	1345
1369	Panc-AdenoCA	4396	530
1370	Panc-AdenoCA	3936	377
1371	Panc-AdenoCA	8386	617
1372	Panc-AdenoCA	9769	1258
1373	Panc-AdenoCA	5322	635
1374	Panc-AdenoCA	4618	502
1375	Panc-AdenoCA	4764	397
1376	Panc-AdenoCA	5431	518
1377	Panc-AdenoCA	9942	1430
1378	Panc-AdenoCA	283	18
1379	Panc-AdenoCA	4491	506
1380	Panc-AdenoCA	6134	563
1381	Panc-AdenoCA	5172	556
1382	Panc-AdenoCA	12070	1921
1383	Panc-AdenoCA	7227	599
1384	Panc-AdenoCA	2248	129
1385	Panc-AdenoCA	3828	454
1386	Panc-AdenoCA	7660	322
1387	Panc-AdenoCA	4796	502
1388	Panc-AdenoCA	2761	267
1389	Panc-AdenoCA	3801	484
1390	Panc-AdenoCA	4018	612
1391	Panc-AdenoCA	7790	711
1392	Panc-AdenoCA	5082	660
1393	Panc-AdenoCA	4273	255
1394	Panc-AdenoCA	4388	450
1395	Panc-AdenoCA	3956	435
1396	Panc-AdenoCA	7019	523
1397	Panc-AdenoCA	3533	283
1398	Panc-AdenoCA	5625	816
1399	Panc-AdenoCA	3710	599
1400	Panc-AdenoCA	3794	486
1401	Panc-AdenoCA	3219	401
1402	Panc-AdenoCA	5173	303
1403	Panc-AdenoCA	6128	811
1404	Panc-AdenoCA	4152	580
1405	Panc-AdenoCA	5075	587
1406	Panc-AdenoCA	14383	1182
1407	Panc-AdenoCA	3656	517
1408	Panc-AdenoCA	5207	419
1409	Panc-AdenoCA	4867	412
1410	Panc-AdenoCA	5035	365
1411	Panc-AdenoCA	7632	575
1412	Panc-AdenoCA	8622	1223
1413	Panc-AdenoCA	15335	1898
1414	Panc-AdenoCA	7206	509
1415	Panc-AdenoCA	13411	1466
1416	Panc-AdenoCA	2701	280
1417	Panc-AdenoCA	55789	22035
1418	Panc-AdenoCA	12686	1434
1419	Panc-AdenoCA	2664	244
1420	Panc-AdenoCA	3386	388
1421	Panc-AdenoCA	5711	577
1422	Panc-AdenoCA	8990	1437
1423	Panc-AdenoCA	18171	2247
1424	Panc-AdenoCA	6038	709
1425	Panc-AdenoCA	4219	396
1426	Panc-AdenoCA	5855	357
1427	Panc-AdenoCA	4098	397
1428	Panc-AdenoCA	4871	475
1429	Panc-AdenoCA	7029	547
1430	Panc-AdenoCA	3058	525
1431	Panc-AdenoCA	3276	311
1432	Panc-AdenoCA	4218	592
1433	Panc-AdenoCA	4069	436
1434	Panc-AdenoCA	1042	54
1435	Panc-AdenoCA	4086	486
1436	Panc-AdenoCA	12050	1535
1437	Panc-AdenoCA	4932	438
1438	Panc-AdenoCA	8141	883
1439	Panc-AdenoCA	7384	807
1440	Panc-AdenoCA	4862	372
1441	Lymph-BNHL	7046	650
1442	Lymph-BNHL	11657	1260
1443	Lymph-BNHL	20747	2161
1444	Lymph-BNHL	34710	1470
1445	Lymph-BNHL	17916	1271
1446	Lymph-BNHL	9878	1741
1447	Lymph-BNHL	17582	1169
1448	Myeloid-AML	3503	156
1449	Breast-LobularCA	44059	227
1450	Breast-AdenoCA	25837	953
1451	Bladder-TCC	37128	1825
1452	Cervix-SCC	4948	312
1453	Cervix-SCC	7684	426
1454	Cervix-SCC	4270	413
1455	Cervix-SCC	10056	361
1456	Cervix-SCC	7355	269
1457	Lymph-CLL	2613	96
1458	Lymph-CLL	2203	96
1459	Lymph-CLL	2365	140
1460	Lymph-CLL	2070	93
1461	Lymph-CLL	1531	64
1462	Lymph-CLL	2737	136
1463	Lymph-CLL	1923	102
1464	Lymph-CLL	1835	122
1465	Lymph-CLL	3243	219
1466	Lymph-CLL	2715	135
1467	Lymph-CLL	1811	91
1468	Lymph-CLL	755	33
1469	Lymph-CLL	1788	104
1470	Lymph-CLL	1040	38
1471	Lymph-CLL	2055	97
1472	Lymph-CLL	1080	61
1473	Lymph-CLL	4410	145
1474	Lymph-CLL	3186	165
1475	Lymph-CLL	1433	61
1476	Lymph-CLL	2641	112
1477	Lymph-CLL	1650	95
1478	Lymph-CLL	3678	183
1479	Lymph-CLL	1486	84
1480	Lymph-CLL	1426	78
